,N-methylpyrrole,246-Trimethylpyridine,Nile red,Methylcyclopentane,Cyclopentane,Pyridine,1234-tetrafluorobenzene,Asn,Arg,Ala,Glu,Leu,Phe,Cys,Ser,Ile,Gln,Met,Trp,Asp,Val,Gly,Pro,Tyr,Lys,His,Thr,Benzene,Benzenesulfonic acid,Pyrene,Phenanthrene,P2,ZnPh,P1,Purine,Thymine,2-methoxynaphthalene,Adenine,Hypoxanthine,Cytosine,22-bipyridyl,Guanine,213-Benzothiadiazole,Pyrimidine,1-methoxy-3-methylbenzene,Biphenyl,Xanthine,26-Diaminopurine,1-Chloro-3-methoxybenzene,Trimethyloctadecylammonium bromide,Sodium n-decyl sulfate,Decyltrimethylammonium bromide,Sodium n-octadecyl sulfate,Dodecylamine,Tridecanoic acid,Dodecanoic acid,Dodecyltrimethylammonium bromide,16-diphenyl-135-hexatriene
357.0,1206808,0,8016,2014,16054,0,0,5807,8475,3401,4237,0,0,13987,0,6685,11352,4208,0,10734,0,3127,0,8584,5374,1802,0,1704,2896,5448,2820,12461,0,9180,4385,22596,0,0,4653,0,0,11109,0,0,0,0,5783,2532,1365,2103,4941,14866,0,5762,5754,0,0,0
358.0,309211,0,2019,0,4995,0,0,0,3182,6684,0,0,0,4269,0,3571,2986,0,0,3395,3201,2854,2798,2722,0,0,0,0,0,0,0,4434,0,3156,0,5608,0,0,0,0,0,6545,0,0,0,0,1600,0,0,0,0,3424,0,0,0,0,0,0
359.0,87571,0,0,0,3930,0,0,4428,4193,3928,0,0,2793,2670,0,3749,0,0,0,0,0,0,0,4008,7070,0,0,0,0,0,6223,11456,0,0,0,4857,0,0,0,0,0,5307,0,0,0,0,0,0,0,0,5188,11970,0,0,3297,1849,0,5666
360.0,28209,0,0,0,2170,0,0,0,0,24610,0,0,2552,2233,4050,5139,2873,0,0,4723,5367,0,0,3071,2652,0,0,0,0,0,13064,4275,0,0,0,0,0,0,0,0,0,16847,0,0,0,0,0,0,0,0,0,4944,0,1060,0,0,0,3548
361.0,10618,0,0,3691,0,0,0,2105,0,5887,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,0,0,0,0,0,0,7875,25793,0,0,0,0,0,0,0,0,0,6863,0,0,0,0,3022,0,0,0,4526,0,0,0,0,0,0,118986
362.0,5675,0,0,0,0,0,0,0,0,15835,0,0,0,0,4075,0,0,0,2132,4426,4737,5871,0,0,0,0,0,0,0,0,2441,8504,0,0,0,0,0,0,0,0,0,9971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36669
363.0,7054,0,0,5818,0,0,0,0,0,3866,0,0,5172,1751,0,0,0,0,8130,0,0,2849,0,0,0,0,0,0,4730,0,0,12798,0,0,0,0,4709,8863,0,0,0,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,5980,0,15597
364.0,1683,0,0,0,0,0,0,0,0,5151,0,0,0,0,8132,0,0,0,2276,0,0,2216,0,0,0,0,0,0,0,0,0,3439,0,0,0,0,0,3418,0,0,0,8643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480
365.0,5970,0,0,9075,0,0,0,3441,0,0,3707,0,0,1533,0,0,0,0,27108,0,0,0,0,0,0,0,0,0,0,0,0,11166,0,0,0,0,1818,2176,0,0,0,5301,0,0,0,0,0,0,0,1101,3110,0,4529,0,0,1986,0,2982
366.0,4482,0,0,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7072,0,0,0,0,0,2139,0,0,0,0,0,0,4203,0,0,0,0,0,0,0,0,0,5018,0,0,0,0,0,0,0,0,0,0,0,8506,0,0,0,0
367.0,25953,0,5754,2734,3416,0,0,6392,1663,0,0,0,0,1899,0,1963,2181,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,11105,0,0,0,2768,0,0,0,0,0,7464,0,0,0,0,0,0,0,0,0,0,0,5841,0,0,0,3413
368.0,9605,0,13427,1742,0,0,0,0,0,0,0,0,0,0,0,4451,0,0,0,0,0,0,0,0,4496,0,0,0,0,0,0,4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,16729,0,0,0,2886
369.0,57384,0,29288,4205,54136,0,0,8530,29263,0,8980,9258,0,36930,0,33432,37007,7467,3108,25594,3242,6296,0,16955,13011,1597,8499,0,7147,17587,5637,17024,2752,20939,3027,38132,0,0,5606,0,0,34027,0,0,0,0,9730,3428,0,10546,3435,52137,4610,25792,1692,3445,1814,5465
370.0,18457,0,8783,4045,15596,0,0,0,8001,3512,3457,4417,0,9855,0,11798,10435,2793,0,7038,0,2050,0,5214,5740,0,2090,0,2903,4591,29115,5454,0,5203,0,10229,0,0,0,0,0,10795,0,0,0,0,2037,0,0,3584,0,12844,0,7071,0,0,0,0
371.0,77273,2375,1965989,87346,4410486,10038,15562,61466,1112710,27460,337969,448324,10513,1173573,20630,1328183,1481493,127147,182322,840223,108478,308555,33066,844404,122551,82821,497442,96627,308224,616432,233931,315545,68156,620212,123153,2015690,43597,38056,129675,31962,47080,1088486,41681,2324,12610,61942,174027,106692,22217,1360256,87581,2340371,374610,1811667,146591,172926,282351,50499
372.0,24696,0,553498,27119,1175494,3727,6370,20069,312716,14188,92426,126373,3324,335899,5481,378563,408242,40275,47273,237976,30970,86328,10688,241008,34678,23128,138785,25948,78151,154254,67327,85075,19356,172475,34960,560227,14900,13655,35195,11362,16243,311949,14589,0,4699,20089,50763,33296,8460,376434,24927,645310,98906,547838,47403,45905,79872,10398
373.0,75161,0,141630,13995,329067,3356,5839,12607,82704,6687,23546,35147,3313,86109,0,98822,109074,12558,10577,64883,17363,18338,4973,65610,12330,8470,40215,12993,20820,44586,19841,34282,5720,48966,14324,152806,8577,10349,12034,8216,13641,84062,13425,0,4196,13199,13457,19863,8556,99104,9457,184085,31203,131128,16558,17692,23513,25509
374.0,19143,0,42524,2091,87649,0,3166,0,22906,7797,3561,5239,0,32562,0,32455,32015,1263,0,22943,6363,7820,2984,17533,2447,0,8497,3422,0,8075,7120,5390,0,11190,2612,47098,2632,3992,0,2251,4105,45799,3471,0,0,2918,1962,4245,1716,29402,0,54562,2596,28126,3964,0,0,9714
375.0,9617,0,11247,2591,34467,0,3108,0,6723,1608,0,0,0,8065,0,7994,15043,0,0,7562,0,1726,0,4933,3273,0,0,1934,0,0,4329,13630,0,0,1576,11712,1902,0,0,0,2029,11556,0,0,0,0,0,2659,0,12365,3871,15731,0,27110,1010,0,0,86227
376.0,3590,0,16188,0,39381,0,4233,0,2624,6385,0,2170,0,11775,5394,12371,7821,0,0,7124,10774,2898,0,0,0,0,0,0,0,0,9851,5990,0,0,0,17879,0,0,0,0,0,10807,0,0,0,0,0,0,0,8968,0,20641,0,15680,0,0,0,28243
377.0,5951,0,8962,4420,18490,0,0,0,0,4115,0,0,0,6378,0,2288,0,0,0,0,3048,0,0,0,0,0,0,0,0,0,16961,15015,0,0,0,6554,0,4580,0,0,0,8133,0,0,0,0,0,0,0,2218,5577,8323,0,4532,0,0,0,12247
378.0,0,0,0,0,13510,0,0,0,0,2398,0,0,0,0,6940,0,0,0,0,4337,0,0,0,0,0,0,0,0,0,0,6291,6001,0,0,0,0,0,0,0,0,0,7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312
379.0,3930,0,0,2324,13227,0,0,4468,0,0,5499,2150,0,4180,0,2534,0,0,3217,0,0,0,0,0,4229,0,0,0,0,0,5532,14732,0,0,3615,0,0,0,0,0,0,7899,0,0,0,0,0,1542,0,0,7714,3302,0,3537,0,0,0,3027
380.0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21306,3773,0,0,0,0,0,0,0,0,0,3944,0,0,0,0,0,0,0,5527,0,0,0,3388,0,0,0,0
381.0,7269,0,0,4031,1583,0,0,7380,0,0,2217,0,0,1311,0,0,0,0,4236,0,0,0,0,0,2615,0,0,0,3438,0,8243,8935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,0,4774,0,2409
382.0,5833,0,0,0,0,0,0,0,0,0,0,1639,0,0,0,3446,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,0,0,0,5255,0,1775,0,0
383.0,24177,0,4419,1723,21035,0,0,4765,7087,0,2974,3193,0,8672,0,3806,5808,3437,0,5840,0,2237,0,3141,9470,0,0,0,0,4542,0,7878,0,2526,0,12691,0,0,0,0,0,10194,0,0,0,0,3422,0,0,1482,3801,7698,0,12147,4640,0,2426,0
384.0,44639,0,0,0,5887,0,0,0,2396,7060,2890,0,0,2772,0,4261,0,0,0,1697,0,0,0,0,2845,0,0,0,0,0,0,0,0,0,0,3357,0,0,0,0,0,5779,0,0,0,0,0,0,0,0,0,0,0,11798,1457,0,0,0
385.0,392383,0,35411,5286,125172,0,0,6947,48834,2642,12032,15373,0,69770,0,36261,56461,13979,3374,45197,4066,7812,2815,20090,20977,3967,9056,0,9486,34056,6797,9978,39108,28115,9377,116348,0,0,9425,0,0,44209,0,0,0,0,13890,6847,0,8967,2509,51491,4808,29620,0,4970,2378,11730
386.0,100740,0,10741,0,34626,0,0,0,14174,5592,4516,8875,0,22080,0,16044,16370,6024,0,13557,3737,3889,2428,7784,6836,0,3227,0,3075,9547,9652,4036,9831,9563,0,28014,0,0,2630,0,0,33040,0,0,0,0,4742,2434,0,2893,0,18008,0,9126,0,0,0,3345
387.0,62288,0,18821,0,92337,0,0,5332,29435,4113,8850,8607,0,36933,0,17272,26200,8679,4665,19671,3779,4936,0,10836,10003,3522,4877,0,4354,22528,39850,8283,2353,12561,7936,59232,0,0,4817,0,0,36221,0,0,0,0,6434,3160,0,10387,0,35207,3528,2483,1838,0,1601,136765
388.0,16210,0,149437,7726,306938,0,0,3257,90923,28646,36037,25788,0,129835,4672,72645,134752,10743,22057,81715,7974,24925,4106,98912,10111,6459,31178,9268,20966,37320,19090,19709,9076,63135,5961,32238,968,3363,14907,0,1529,754570,1761,0,0,6342,15573,9639,0,122575,4852,182272,40774,3611,12011,19679,22867,49171
389.0,22802,0,44590,3500,98299,0,0,4624,24982,8785,10669,7909,0,37154,0,22614,34980,1958,7024,24775,4381,7523,2869,26551,4416,0,9919,3529,6238,20216,7155,16951,4260,17088,2408,10125,0,5612,4252,0,0,219205,0,0,0,2244,4479,4699,0,40833,4626,49953,10860,1376,5914,8732,9185,18947
390.0,9341,0,7836,0,21393,0,0,0,6318,11097,1989,9694,0,10367,2468,16349,7426,0,0,7821,8869,0,2421,4947,4828,0,0,0,0,5010,3873,5276,0,4136,0,1966,0,2797,0,0,0,62118,0,0,0,0,0,0,0,6030,0,10418,2267,0,0,0,0,4480
391.0,10612,0,41467,28416,24017,3201,5702,8711,12284,7346,6078,12555,5053,19177,4838,18137,23644,9778,10498,9546,7534,8104,7780,11337,7470,5946,13220,5290,14332,31675,4089,25821,19837,7537,8874,15126,6092,10839,8812,5952,5910,60189,6791,0,5117,5015,6273,4405,9358,10677,9011,7220,5412,0,9770,13624,6028,20323
392.0,3658,0,11256,9583,5241,0,0,1665,4472,4351,2356,5123,2678,5508,5039,5416,6499,3358,2770,13371,5308,2956,2688,3768,3267,0,5106,0,3332,8363,0,8722,5685,2339,2362,3924,1482,5899,2593,0,1827,25761,0,0,0,0,1280,0,3042,3412,2998,2012,0,0,3442,3568,1254,6280
393.0,3809,0,3194,10156,2345,0,0,5112,0,0,6429,1806,0,7251,0,2969,0,0,0,2424,0,0,0,0,3853,0,0,0,0,2056,4154,12018,0,0,2856,0,0,0,0,0,0,7758,0,0,0,0,0,0,0,0,11251,0,0,0,0,2219,0,3703
394.0,0,0,0,2943,0,0,0,0,0,0,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4903,4126,0,0,0,0,0,1696,0,0,0,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0,3250,0,0,0,0,0,0,6103,0,0,4080,0,0,3384,0,1791,0,0,0,0,0,0,0,0,3843,0,0,0,0,0,3365,9044,0,0,0,1737,0,0,0,0,0,4648,0,0,0,0,0,0,0,0,5275,0,0,0,0,0,0,0
396.0,3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36010,0,0,0,0,0,0,0
397.0,5325,0,0,2537,2016,0,0,8214,0,0,0,0,0,0,0,0,0,0,0,0,6778,0,0,0,1889,0,0,0,0,3157,6833,7483,0,0,0,3937,0,0,0,0,0,2272,0,0,0,0,0,0,0,0,16763,4006,0,0,0,0,0,7358
398.0,5171,0,0,5839,0,0,0,0,0,1982,0,3127,0,0,0,6104,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,3569,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,6276,0,0,2820,0,0,0,2632
399.0,18569,0,10659,3582,8127,0,0,16724,7233,0,0,4440,0,8603,0,6131,6656,3829,0,4610,37346,0,0,0,9845,0,0,0,0,33818,1389,10657,3630,2256,2713,14737,0,0,0,0,0,18610,2099,0,0,0,2072,0,0,1914,4327,25521,0,8375,1554,0,0,409402
400.0,12429,0,3703,0,5093,0,0,3962,2961,3102,0,3670,0,4511,0,4681,3225,1812,0,3154,11207,0,1562,0,0,0,0,0,0,9331,0,0,0,0,0,4701,0,0,0,0,0,15037,0,0,0,0,0,0,0,0,0,7799,0,16205,2622,0,0,145667
401.0,63218,0,1942,3093,9527,0,0,5411,5449,0,2624,0,0,7960,0,1850,4127,2738,0,3449,5656,0,0,0,4437,0,0,0,0,6289,0,5871,0,2494,0,9524,0,0,0,0,0,9562,0,0,0,0,0,0,0,0,0,1797767,0,187745,2634,0,0,37654
402.0,20360,0,29319,2197,90604,0,0,2796,32558,5962,9205,21497,0,49089,0,30125,41149,4548,2492,31707,3962,7277,1527,19560,4777,3107,5164,0,5753,6240,2149,6158,5775,13464,2527,21313,0,0,6042,0,0,160581,0,0,0,0,5762,3317,0,20045,0,543896,5616,179572,1608,2839,5163,4905
403.0,26853,0,11111,3590,26368,0,0,6709,12597,2455,4012,6040,0,15360,0,9604,13533,2230,2063,9667,0,2958,0,6797,5242,0,2648,0,2419,20113,8667,7665,0,4421,2592,9356,0,0,2619,0,0,44788,0,1652,0,0,2700,2290,0,5607,0,150649,2038,48184,0,0,1741,10415
404.0,8249,0,4209,0,16837,0,4755,0,6921,3708,0,9304,1618,10584,2606,8192,5502,0,0,8592,4013,6389,0,4380,2601,0,0,0,0,8488,4287,0,0,2486,0,3749,0,1137,0,0,0,38460,0,0,0,0,1900,0,0,0,0,29870,0,8328,0,0,0,2777
405.0,9762,0,2154,0,5193,0,9552,0,4409,5059,0,3136,0,5411,0,2080,2681,0,0,1670,0,2212,0,0,2079,0,1650,0,0,28063,4334,7728,1988,0,1876,3564,0,6401,0,0,0,26012,0,0,0,0,1578,0,0,0,0,26695,0,0,0,0,0,5624
406.0,3469,0,0,0,0,0,2419,0,0,3405,0,1618,0,0,0,2431,0,0,0,8555,0,2617,0,0,0,0,0,0,0,7564,0,3074,0,0,0,0,0,4485,0,0,0,9297,0,0,0,0,0,0,0,831,0,12972,0,0,0,0,0,2254
407.0,7188,0,1646,0,0,0,0,5720,2442,0,5060,0,0,6174,0,3204,0,0,0,0,0,0,0,0,4917,0,0,0,0,15913,0,7863,1726,0,0,0,0,3115,0,0,0,9488,0,0,0,0,0,0,0,0,5034,6469,0,0,0,0,0,5405
408.0,4098,0,5741,0,0,0,0,0,2065,0,0,0,0,0,0,0,1983,4042,0,4156,0,0,0,0,0,0,5839,2181,0,6270,0,5031,4060,0,0,0,0,0,0,0,0,35154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315
409.0,0,0,1623,2078,0,0,0,6389,0,0,4583,0,0,2961,0,1798,0,0,361711,0,0,0,0,0,4684,0,0,0,0,0,0,7825,0,0,0,0,0,0,0,4922,0,11557,0,0,0,0,0,0,0,0,4271,0,0,0,0,0,0,3588
410.0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,0,0,0,103333,0,0,0,0,0,0,0,0,0,0,0,0,3068,0,0,0,0,0,0,0,0,0,3403,0,0,0,0,0,0,0,0,2970,0,0,0,3764,0,0,0
411.0,4447,0,0,0,0,0,0,0,0,0,0,0,0,2036,0,0,0,0,18137,0,0,0,0,0,7471,0,0,0,0,0,3251,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492,0,0,0,3341,0,0,2461
412.0,3067,0,0,0,0,0,0,0,0,0,2087,0,0,0,0,0,0,0,1885,0,0,0,0,0,0,0,0,0,0,0,8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.0,10013,0,0,4175,0,0,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,5427,0,0,0,16677,0,0,0,0,5038,4111,5404,0,0,0,3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055,0,0,0,0,0,4760
414.0,5474,0,0,0,3077,0,0,0,0,2305,0,5892,0,5095,0,6092,0,0,0,0,2185,0,0,0,3557,0,0,0,0,0,0,0,0,0,0,2053,0,0,0,0,0,6512,0,0,0,0,0,0,0,1101,0,2055,0,0,0,0,0,1910
415.0,17405,0,0,0,2008,0,0,8985,0,0,0,1479,0,4319,0,0,0,0,0,0,40457,0,0,0,8279,0,0,0,3872,2900,0,4858,0,0,4305,9415,0,0,0,0,0,2960,0,0,0,0,0,0,0,0,0,9120,0,4725,2817,3197,0,10601
416.0,8978,0,2716,0,5104,0,0,0,3771,2945,0,3023,0,4570,0,3532,4872,3467,0,5750,12824,0,0,0,1686,0,0,0,0,2891,0,0,0,0,0,4129,0,0,0,0,0,35800,0,0,0,0,0,0,0,0,0,3787,0,7882,0,0,0,3621
417.0,21018,0,0,0,0,0,0,2719,0,3401,0,0,0,2164,0,0,0,0,0,0,3463,0,0,0,0,0,0,0,0,0,0,4875,0,0,0,0,0,10912,0,0,0,12148,0,0,0,0,0,0,0,0,0,2956,0,20601,0,0,0,0
418.0,8499,0,0,0,4588,0,0,0,2528,7770,0,3458,0,2859,0,5033,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4009,0,0,0,18127,0,0,0,0,0,0,0,0,0,0,0,8451,0,0,0,0
419.0,11568,0,14314,2694,32576,0,0,0,12109,3578,3689,4388,0,21792,0,9233,19276,0,0,11835,0,3150,0,11926,3502,0,2080,0,1691,10249,1787,7406,0,6435,3324,2671,0,7340,2071,0,0,114182,0,2644,0,0,2492,0,0,10438,0,6644,3346,1990,0,3135,3168,2125
420.0,7983,0,3629,0,9137,0,0,0,4250,4736,0,3923,0,7278,0,3538,5493,0,0,7078,0,0,0,3620,0,0,0,0,0,6032,0,0,0,2164,0,0,0,4710,0,0,0,33217,0,0,0,0,0,0,0,3143,0,3054,0,0,0,0,0,0
421.0,5727,0,0,3580,3638,0,0,5859,0,0,4098,0,10081,4129,0,0,0,0,0,0,0,0,0,0,4762,0,0,0,0,3499,2819,4370,0,0,0,0,0,0,0,0,0,8991,0,0,0,0,0,0,0,0,3106,0,0,0,0,0,0,2676
422.0,16974,0,0,0,0,0,0,0,0,0,0,0,4551,1759,0,0,0,4046,0,0,0,0,0,0,0,0,0,0,0,3131,2066,0,0,0,0,0,0,0,0,0,0,23550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423.0,6694,0,0,0,0,0,0,5508,0,0,3837,0,0,2069,0,0,0,0,0,0,0,0,0,0,4914,0,0,0,0,6004,0,4572,0,0,0,1622,0,0,0,2784,0,7074,0,0,0,0,0,0,0,0,3349,0,0,0,0,0,0,3197
424.0,3821,0,0,0,0,0,0,0,0,0,0,0,2728,0,0,0,0,2833,0,0,0,0,0,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425.0,2482,0,0,0,0,0,11980,2186,0,0,1879,0,0,0,0,0,0,0,15449,0,0,0,0,0,3972,0,0,0,0,0,0,4082,0,0,0,0,0,0,0,1510,0,2782,0,0,0,0,0,0,0,0,8455,0,0,0,0,0,0,6291
426.0,3042,0,0,0,0,0,3241,0,0,0,2016,0,0,0,0,2060,0,0,4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,0,0,0,0,0,0,0
427.0,0,0,0,2537,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228,0,0,0,0,0,0,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838,0,0,0,1260,0,0,0
428.0,3376,0,0,0,0,0,0,0,0,2441,2239,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.0,3413,0,0,0,0,0,0,2964,0,0,0,0,0,0,0,0,0,0,0,0,3671,0,0,0,8520,0,0,0,0,0,5176,4192,0,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670073,0,0,0
430.0,3349,0,0,0,0,0,0,0,0,0,0,24438,0,1786,0,13507,0,0,0,0,3122,0,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7688,0,0,0,0,0,0,0,3692,0,1818,0,0,204933,0,5891,0
431.0,3818,0,0,0,0,0,0,6488,0,0,0,6990,0,0,0,3936,0,0,0,0,2892,0,0,0,2863,0,0,0,0,0,0,4159,0,0,0,0,0,10820,0,0,0,0,0,0,0,0,0,0,0,0,0,20720,0,2481,54043,0,1770,0
432.0,6043,0,0,0,3755,0,0,1805,0,3288,0,8040,0,2311,0,3801,0,0,0,4818,0,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,6844,0,3496,0,0,0,5862,0,0,0,0,0,0,0,0,0,40647,0,4881,7648,0,0,0
433.0,6184,0,0,0,2662,0,0,2325,0,0,0,2906,2639,1368,0,0,0,0,0,1399,0,0,0,0,3017,0,0,0,0,0,0,4303,0,0,0,2357,0,60824,0,0,0,8963,0,0,0,0,0,0,0,0,0,11632,0,13232,2872,0,0,0
434.0,40509,0,0,0,2586,0,0,0,0,2314,0,0,0,0,3247,0,0,0,0,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18821,0,0,0,7172,0,0,0,0,0,0,0,0,0,2438,0,19010,0,0,0,0
435.0,15332,0,0,0,2924,0,0,5251,0,0,2648,0,0,3617,0,0,0,0,0,0,0,0,0,0,5517,0,0,0,0,7424,0,3682,0,0,0,0,0,5117,0,0,0,6347,0,0,0,0,0,0,0,0,0,0,0,5985,0,0,0,0
436.0,23199,0,0,0,0,0,0,0,0,0,0,0,0,0,5030,0,0,0,0,0,0,0,0,0,0,0,0,4462,0,3525,0,0,0,0,0,0,0,0,0,0,0,6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437.0,8229,0,0,0,0,0,0,5554,0,0,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,4328,0,0,0,0,2671,0,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4429,0,0,0,0,0,0,31119
438.0,16877,0,0,0,0,0,0,0,0,0,0,0,3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10632
439.0,6608,0,0,0,0,0,0,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,3198,0,0,0,0,0,0,0,0,0,11061,0,0,0,0,0,0,0,0,4709,0,0,0,0,0,0,5340
440.0,5479,0,0,0,0,0,0,0,0,0,0,0,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3475,0,0,0,0,0,0,0,0,0,0,4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441.0,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,0,0,0,0,0,0,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442.0,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,0,0,0,0,0,0,0
443.0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6647,0,0,0,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,2272,0,0,9097,2590,0,0
444.0,0,0,7154,0,1522,0,0,0,0,0,0,2259,0,0,0,4039,0,1560,0,0,0,5811,2282,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4389,0,0,0,0,0,0,0,0,0,0,0,0,2529,0,0,0
445.0,7151,2550,12917,15632,11662,6566,12007,16277,12375,9949,6894,5119,4555,5413,1561,11102,9647,9554,4762,10465,3888,8206,9113,7556,8294,6661,7025,15687,7235,3673,7417,8377,4436,6338,14732,12079,18212,19794,9492,12200,25828,3345,24085,0,9007,18633,6938,22980,15588,18865,9888,6389,8617,2826,17197,9954,10700,3900
446.0,5437,0,3498,6679,6499,3174,6006,5382,5115,8547,3129,4788,2103,3236,0,7626,4075,4514,2364,4709,6915,278684,4452,3458,3322,3346,3115,6764,3047,0,3289,2229,1976,3007,6109,6740,7439,7698,3818,5460,11662,7370,10454,0,3877,8133,3035,10401,7351,8755,4332,4216,3778,1549,8237,4242,5027,0
447.0,3042,0,4288,6759,5890,2682,4915,7498,4899,5545,3177,5862,3505,3766,0,7476,3729,3861,2150,4628,2078,83003,2759,3381,2498,3234,3056,8419,3370,0,2935,2413,1779,2837,6818,4742,7672,19466,4142,5765,10928,6164,9890,0,3836,7495,2791,10033,7345,7582,3936,3757,3464,0,7616,3565,3789,0
448.0,7293,0,1764,2887,0,0,1964,2712,1831,2813,0,0,0,0,0,2059,0,1931,0,0,2193,16563,0,0,0,0,0,3389,0,0,0,0,0,0,2448,0,2958,8837,0,1520,3476,2547,3209,0,0,2856,1540,3371,2426,2563,0,17768,0,1503,3060,0,1174,0
449.0,4002,0,0,0,0,0,0,3831,0,0,0,0,2877,0,0,0,0,0,0,0,0,2294,0,0,2275,0,0,1912,0,0,0,0,0,0,7537,0,0,4585,0,0,1925,3875,0,0,0,0,0,2444,2299,1669,0,5045,0,0,1877,0,0,0
450.0,17740,0,15551,2138,1128,0,0,0,0,0,0,0,0,0,3291,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,0,2424,0,0,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,0,0,0,0,0,0
451.0,6943,0,5967,0,0,0,0,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5711
452.0,89356,0,0,0,0,0,0,0,0,0,0,0,3266,0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752
453.0,27652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8786
