,N-methylpyrrole,246-Trimethylpyridine,Nile red,Methylcyclopentane,Cyclopentane,Pyridine,1234-tetrafluorobenzene,Asn,Arg,Ala,Glu,Leu,Phe,Cys,Ser,Ile,Gln,Met,Trp,Asp,Val,Gly,Pro,Tyr,Lys,His,Thr,Benzene,Benzenesulfonic acid,Pyrene,Phenanthrene,P2,ZnPh,P1,Purine,Thymine,2-methoxynaphthalene,Adenine,Hypoxanthine,Cytosine,22-bipyridyl,Guanine,213-Benzothiadiazole,Pyrimidine,1-methoxy-3-methylbenzene,Biphenyl,Xanthine,26-Diaminopurine,1-Chloro-3-methoxybenzene,Trimethyloctadecylammonium bromide,Sodium n-decyl sulfate,Decyltrimethylammonium bromide,Sodium n-octadecyl sulfate,Dodecylamine,Tridecanoic acid,Dodecanoic acid,Dodecyltrimethylammonium bromide,16-diphenyl-135-hexatriene
184.0,2718,0,0,7926,1864,0,0,6856,8645,3812,5975,3587,18933,5317,4497,4412,4761,10374,0,6446,7720,3710,3329,11639,5306,8332,4104,16942,0,4793,1106517,3506,0,0,0,0,0,0,0,5394,0,14372,2118,18939,0,3107,4610,6116,83214,0,10917,124382,33745,59236,6636,0,22528,0
185.0,7331,0,27289,23517,11623,6894,8537,39203,33673,9364,32899,9727,10743,29318,6875,20763,27447,14428,12858,29378,9248,12552,15420,21730,27101,27681,10082,107495,9960,6030,1495089,26030,6356,20647,9508,11309,13631,11338,20356,12608,15428,53747,19935,29695,10687,31740,33299,22248,191091,13633,78496,83866,19365,11161,34889,10036,16689,4451
186.0,3165,4601,7190,10845,3344,0,4053,10112,8943,6707,8710,3013,3298,9569,5746,7048,6803,11362,0,9399,8548,5053,4025,4933,7276,9110,0,164544,0,25864,342653,4790,0,4926,4259,3203,5106,3559,4142,6684,14702,19295,8045,184622,0,38276,9927,4994,3067264,4543,18759,9289,4962,10874542,35169,2726,4664,0
187.0,5470,1257,4677,11212,7825,3586,4706,25314,19429,5161,22621,4500,3947,17453,2282,12381,15270,10738,12124,21283,5878,7321,8460,11028,28090,17218,5147,583864,34012,7769,107531,14030,3077,12990,5502,20303,7392,7327,13291,7811,9797,34116,11400,35004,5638,68507,20940,10427,542925,7341,53604,273567,11410,2015130,24728,41729,4799,1829
188.0,5449,0,0,5445,2977,0,3128,8579,6278,4638,6641,0,0,6680,4138,3591,3078,104070,954381,8056,13252,3806,3190,3890,7278,6733,0,154949,4297,0,23601,5590,0,3569,0,3783,10288,2910,0,6472,1528,20314,0,17892,0,45162,5034,3866,127571,0,22243,43996,2269,504961,3832,16452,0,0
189.0,11055,0,0,6353,5967,0,1594,11366,9625,0,9075,0,0,7096,3689,4434,8013,16625,162465,11846,10032,3519,2793,6224,9347,9304,0,45717,5006,0,5896,14750,0,6533,0,3489,18150,3316,7952,3357,3857,19249,3967,14816,3143,16815,10427,6486,50229,2374,25010,27638,3796,159077,5824,6409,0,0
190.0,5459,0,0,4485,2279,0,7684,6277,6176,2133,8518,0,0,6465,4384,1852,3798,30917,30440,8931,2195,3524,0,4079,4490,4993,0,18888,0,4557,2955,3678,0,1657,0,0,11796,0,3352,0,0,38275,0,7722,0,4310,5575,3719,25321,1128,16297,34052,1999,91507,2826,1510,0,0
191.0,74717,0,2956,14974,8065,3125,4692,9867,9247,2664,7540,1616,0,6440,0,7754,11304,8680,22731,7538,3914,4552,2106,7185,5957,6822,2633,25959,8396,49606,7445,12917,0,2575,5381,2250,38083,3173,3320,0,5672,22718,5363,13393,3449,5196,6096,5526,25374,2804,19705,9791,4413,78802,5807,7609,2596,8260
192.0,37030,0,0,87133,0,0,59290,5013,5288,0,3750,0,14800,1784,2210,4654,7326,9274,9203,4896,0,0,0,2818,2007,4462,0,11351,7085,88231,21676,2433,0,0,0,0,13951,5232,0,0,0,16192,0,9476,0,0,2897,0,0,1063,5415,4075,0,40953,2116,9313,0,2799
193.0,1010451,0,0,29021,35749,0,12168,10925,8554,4447,9727,4816,3424,9124,0,9003,11749,6322,10449,7331,0,3821,2748,6556,7409,7588,0,30618,3313,75385,122763,15706,3626,5196,9349,4058,11398,3856,6019,1704,5153,36466,3511,25212,0,3139,8291,7263,4728,4141,13131,7670,7291,15292,58189,9510,11048,201134
194.0,165065,0,0,10132,8070,0,0,4510,4378,2725,3264,0,2936,4868,0,2472,5099,4763,2424,2972,0,0,0,5536,0,4157,0,21660,0,32269,878217,3732,18704,3054,2946,0,0,2411,1691,0,0,14836,0,18974,1957,0,3285,3535,0,0,0,4068,3549,6735,14130,0,2236,33707
195.0,439983,1250,9142,76727,181146,2011,4486,38187,23645,9780,20924,6291,6034,21620,3385,23840,25921,21004,4611,14289,5214,8384,6313,13543,28917,17722,6900,56188,209878,12872,2978023,17135,6996,10840,12116,5804,12753,8342,11499,5299,11433,45480,9970,53283,6243,11328,12258,16417,8399,11786,19739,29840,13641,0,25071,144624,31595,6421
196.0,62863,0,4104,36292,29804,0,0,9941,8003,5810,5940,0,3101,6026,3880,6044,7865,12199,0,5584,0,2683,0,4595,5901,8464,0,45159,17641,6018,687232,4081,0,2322,1096,3914,0,0,0,0,1894,17979,0,20028,0,2995,4706,5022,2313,1703,5389,13246,4008,8605,8379,15634,5608,0
197.0,23364,0,6599,99347,9792,1449,1656,21570,21488,6427,19881,2861,2864,20081,1926,13031,15865,7171,0,14982,4138,6998,3773,19591,16391,13116,5287,21768,12794,8775,168471,22110,0,10175,4997,9736,9187,3078,9679,6357,6043,67096,8243,11037,2360,56655,11424,8032,6857,8792,23317,306280,159982,4610,615421,12862,78590,1931
198.0,4039,0,0,25695,2821,0,0,7862,6958,3474,5402,4436,10749,5429,0,6023,2805,10437,0,5666,4544,0,2979,15689,6040,6087,0,21264,0,0,50681,6698,0,0,0,0,0,0,0,4036,0,15792,0,15488,0,11836,0,0,3370,0,6382,49451,25627,87342,109111,0,30594,0
199.0,7707,0,9152,1331878,11839,2745,5948,33815,34621,7261,29278,7304,6449,28095,5052,25477,26292,13334,6493,27551,7104,11071,9165,25668,20907,19249,8363,131244,8609,6378,96726,49812,6144,26974,7886,12049,10279,8416,15774,10337,10560,43051,13053,12597,7761,11264,21674,16829,9780,12411,35531,375480,19848,17234,40013,10491,42970,2190
200.0,7188,1942,5225,231190,2960,0,32069,7816,10478,5961,8608,60475,0,7070,3975,14406,5340,1775,0,11482,5898,4814,2272,7783,7648,5902,2399,34990,2698,10793,53237,11076,0,4689,5459,4753,0,0,2639,4748,2615,18937,4399,24808,2136,0,1732,6669,14896,2068,12068,65313,4231,1371797,7329,5310,16512,0
201.0,13655,5556,4938,81147,8711,5119,11367,25463,21409,6685,21807,13580,5197,15852,3305,13019,18567,10151,9039,23807,6953,7912,7662,14919,18810,15832,6889,20719,43079,3216,140799,19026,6103,14362,5538,9415,7499,6358,12778,9302,8874,34738,10766,15197,35927,8211,16063,16255,8822,6769,33312,1705630,12426,248897,27480,36396,19130,0
202.0,4346,3954,0,30027,1940,0,14994,9210,7178,3519,7066,3790,2136,5255,4070,4585,4844,7320,2900,7533,4435,5351,0,5443,5927,5710,0,13516,4848,3472738,50554,9060,0,3807,0,1279,2044,2435,2089,5317,1813,30703,2370,36011,7038,3382,3824,3250,14783,2367,10370,263632,3383,180091,7477,7227,3342,0
203.0,4176,0,4859,32973,5949,2570,5278,12212,12230,4706,10399,5217,1791,8108,0,10751,11036,6804,27872,13856,4335,7793,5051,97744,8993,7611,17680,87549,6115,18779782,35050,18232,0,6605,3635,6344,4687,4319,10844,4088,4941,27978,4977,26164,4706,20044,13870,6284,6083,4805,17426,75488,4613,40864,8304,6206,0,1857
204.0,5236,0,0,8150,0,0,0,6569,5142,3282,6144,2130,4351,4220,3498,4550,3882,16658,20683,7162,3312,3999,0,17166,3224,7318,3897,130484,4751,5130616,9407,5862,0,0,2072,0,0,1361,3647,0,0,25231,0,26093,0,6954,5163,3492,0,0,8957,59583,1715,24647,2219,11603,0,2873
205.0,4871,0,3810,25722,17205,0,0,11637,8323,0,9952,0,1455,8341,0,7530,7702,7481,3705386,5808,0,3382,2018,17969,5948,3930,0,41046,15980,1382115,6446,22130,0,2586,3900,1608,20456,2301,2770,0,3337,18032,3795,12686,0,4243,3842,2595,4294,1796,17482,15396,3066,4983,0,9281,0,32872
206.0,7561,0,0,15326,2170,0,7758,4699,4206,0,4115,0,2969,5516,0,0,1949,13110,616556,3246,0,2663,0,2789,0,3636,0,13414,1665,458588,0,4535,0,0,0,0,3554,3194,0,0,0,15935,0,9778,0,0,1706,0,0,3783,7540,6134,0,0,2328,0,0,6734
207.0,30001,0,1759,15095,16433,0,24524,10527,9045,1725,8129,0,2124,7563,0,8797,10495,7000,178997,5978,2417,3077,3546,6923,6474,6765,2548,34900,3370,244469,2536,15100,0,3905,4340,2249,27934,6063,5703,1591,3222,21845,5142,13586,0,2730,6148,6069,3078,4353,16605,6546,6218,0,4073,1284,3144,13386
208.0,21598,0,0,9991,3659,0,86940,3379,3920,0,0,0,3412,1857,0,0,2562,2516,61654,0,0,2203,0,3184,2672,0,0,24040,0,124122,2195,3343,0,0,1579,0,9285,2810,0,0,0,17561,0,13620,0,0,3369,0,0,0,0,0,3329,0,1742,0,0,2509
209.0,74151,0,3358,24805,17379,0,16923,11717,10589,3703,10211,1778,0,11123,0,8306,10676,6168,34492,8343,0,4039,0,10943,9282,8288,3901,25400,3122,180778,103025,10816,0,5590,4804,4913,2991,0,5581,0,0,19254,4486,42543,0,4057,6624,6347,2134,2613,15072,4291,7944,0,7502,0,8023,6513
210.0,17742,0,0,10716,14875,1575,5889,5003,4227,0,4208,0,2061,3583,0,2010,4879,2176,23401,1987,1840,12190,0,0,4157,0,0,20401,0,95990,56636,2898,0,0,0,0,0,0,0,0,0,17966,0,19070,0,0,1484,0,0,0,4574,1815,3760,0,10778,0,0,0
211.0,51084,0,4526,21779,6901,0,4196,19240,16664,4355,17950,3568,1519,16105,516408,11141,12733,6253,14619,13462,3305,6488,2011,12270,14769,11413,5109,12840,0,32749,803621,10484,0,7700,7417,7036,2218,3164,6800,21731,5730,37591,4658,13425,3991,4776,9272,7468,5060,4652,18480,46002,70460,0,150693,4740,17440,0
212.0,16659,0,0,13389,13615,0,1800,6761,7177,4093,6109,2336,0,7186,60393,2274,3970,0,0,3770,3729,0,0,0,6970,4802,0,10821,0,12882,190351,4383,0,0,1692,0,0,0,0,6738,1469,19917,1267,10895,0,2814,2198,1894,0,2523,5563,10041,14316,3061,23862,0,6790,0
213.0,55569,0,3751,38978,10335,1503,1545,27491,22072,5029,49057,3370,1162,21481,25257,11631,16021,7806,3283,19087,4737,7041,6579,14429,17553,14819,5158,19099,3836,6414,62236,28763,4164,13061,5451,8149,4882,4015,9497,5649,3320,40472,5828,11804,12544,4580,13396,8644,6353,5335,19904,221624,16441,0,115156,3381,11000,0
214.0,9866,0,3049,23220,2450,0,2792,8299,10498,6462,12698,2356,2141,7996,5438,3985,5490,2346,1774,8056,6367,3173,4588,7213,8866,5155,3769,14107,0,5917,12359,9390,0,1710,5878,4984,3360,2630,1853,3142,5721,17637,8336,22848,4542,4390,4988,7543,20191,5288,8248,47402,4772,31037,84251,2799,71069,0
215.0,6851,0,4289,19179,8014,0,3021,22452,18601,4962,17776,2751,0,17163,2505,9330,14444,6238,4782,20439,4332,6613,4875,13692,17109,12036,4729,43236,5587,2573,13657,29407,2153,12467,4639,7496,4287,3211,9689,6005,5283,38980,6744,9609,4299,4865,13780,8635,6624,4407,20020,931799,12042,9132,8863075,7210,23274,0
216.0,3583,0,0,133686,2709,0,0,7432,6986,5090,6650,4508,0,4564,2584,4994,0,4244,0,8046,4037,4399,0,2387,6094,0,0,12620,0,0,9534,7133,0,0,0,0,0,0,0,0,0,22252,0,7157,0,0,5032,0,4312,0,6562,167068,2632,55881,1688936,0,3894,0
217.0,9638,2245,5577,49893,17125,0,5004,15023,13911,5855,11247,9659,0,15171,1930,10786,13889,8573,7527,18695,5546,8143,3423,11166,9983,10724,4861,14546,16724,96879,32380,31726,5668,11627,9743,11404,7989,6478,11247,2465,8466,29536,8885,9502,5804,7900,19198,12761,24981,8489,17182,114053,6591,736554,442361,20371,5585,9076
218.0,8146,0,0,10870,4034,0,0,6563,6388,3617,6527,3446,3104,5046,3021,4284,4628,2767,0,8733,2746,5461,2378,4444,3715,4212,0,6563,0,752821,7999,7589,0,3865,0,0,0,2284,4573,0,0,24940,0,22539,0,0,6814,4192,5991,0,7539,277321,3063,196655,239408,2931,0,2280
219.0,9875,0,2106,17183,52224,0,0,14967,9324,2955,8270,3286,0,7281,0,8430,10530,7033,9857,8321,2166,2084,1356,8818,11298,6362,2473,28167,33199,1651696,7423,30210,0,5694,3112,3813,0,0,5432,0,2436,16603,3520,11299,4509,5464,5498,5405,5163,1905,20676,1114139,3055,46169,128742,24559,1868,361959
220.0,7992,0,4168,14993,8202,0,3265,5921,4840,2146,4589,0,3154,2713,0,4490,4044,8552,30133,5390,0,4686,0,20380,2966,0,0,11114,5682,410726,4574,6925,0,0,3386,0,0,2055,0,0,0,18486,0,9473,4458,1598,4070,0,3523,0,6556,190896,0,18950,62539,2612,0,82767
221.0,10108,0,4513,34003,14988,0,4629,14943,10996,5011,8180,2893,4379,7261,0,11262,11120,6060,288279,7439,3190,4145,2344,46041,8115,5418,9507,29051,4591,105142,15510,18971,1617,5961,3857,0,2396,4125,6203,0,3811,22070,4352,14353,3845,2871,5734,7288,7730,2857,59610,50092,3975,4262,32787,5280,0,23177
222.0,11810,0,0,9804,1694,0,10058,4073,4167,3553,0,0,46012,0,0,3538,0,7868,43286,0,0,1732,0,9335,3269,0,0,11477,0,53479,4149,3869,0,0,0,0,0,1954,0,2799,0,12446,0,9857,0,0,1611,0,0,0,10442,24029,2968,0,24456,0,0,44163
223.0,16973,1713,13015,51479,126920,11539,24051,46538,32523,17979,24320,9527,19607,22021,1274,35061,40351,26180,16902,26012,9679,14714,14131,21990,21786,22472,12814,80863,17068,25606,17259,23531,6695,18498,41838,17675,67776,26763,22254,5296766,63295,23599,50987,130312,14420,42584,18670,65417,28294,37256,32138,23673,21098,0,31086,22702,11086,15362
224.0,12188,0,3517,12864,21966,2876,8395,10111,8750,12775,4535,0,14110,4147,0,7816,10577,6936,3931,6223,4192,8659,3494,3847,5259,5743,2641,30678,3332,2613,5525,5955,0,2183,10565,3880,12737,7135,6146,740131,13657,12164,12317,36529,3170,9476,5988,16640,6368,8404,8503,2543,5932,0,12774,5067,3200,0
225.0,26419,0,5201,28595,17611,3368,9083,22077,18705,6195,18925,2939,5635,18544,0,14515,14629,8960,3678,16136,0,6717,6943,17659,14483,11404,9317,20415,4902,19986,16593,15255,0,9826,11253,10028,10968,6572,9778,221129,17768,24552,15173,12309,2503,9493,10238,18316,12283,9577,23170,7028,20312,0,14956,3418,5992,3069
226.0,10175,2501,0,9426,4339,0,3296,6873,2353,1096,5210,1415,0,3834,0,3858,2906,0,0,3691,3672,4719,0,0,5852,3023,0,9343,0,7563,8629,3066,0,0,4432,0,2061,3954,0,137447,2787,9843,3315,6948,4813,0,2359,4095,0,1664,4742,0,4180,0,4398,0,0,0
227.0,52561,11948,4454,27533,8219,0,8586,26239,19962,4775,22107,3182,0,22054,0,11883,14396,7257,0,17173,4395,6455,4400,15091,17447,12921,5267,14592,3795,3608,93937,15289,0,10877,4869,7350,5803,4165,10485,78780,6772,35006,12515,7363,5305,3274,10841,9337,4881,7671,20612,13096,15046,0,31469,3778,3659,0
228.0,9780,2492,6381,21097,4548,0,7598,8927,7473,6132,9522,2405,0,7187,2671,5505,5984,3173,0,7499,5833,3108,3814,6751,9978,6110,4256,11928,2939,11799,63937,5718,3565,3227,8396,5646,3510,4451,3169,28307,4444,21400,4799,17177,8814,3774,1908,6395,3305,4375,6048,5722,6085,0,24366,1424,11317,0
229.0,8727,2880,4751,24701,7290,0,241108,19601,17434,5113,17177,4805,1358,15074,0,12527,15119,8050,2348,19632,1946,6461,7223,15362,16823,10292,8280,11007,5117,5583,14712,21532,4196,11696,2206,7996,4831,2271,9656,26516,5183,35589,5777,14396,30361,4692,14060,8993,4243,4687,15036,58979,12438,0,348988,3976,5765,2620
230.0,8609,0,0,9212,1954,0,40420,6435,5614,4121,6800,0,0,5071,0,4559,2658,0,0,6265,0,4290,0,4434,8341,2326,0,6880,0,0,3510,5194,0,3583,1950,0,0,0,0,7865,0,21216,0,9925,10634,0,4612,0,0,0,5444,12294,2682,4877,72037,0,5081,0
231.0,12534,0,4305,11515,4495,0,9249,10754,9799,3525,9958,2712,0,8304,0,5465,7717,5757,16679,12138,3208,3275,1314080,11343,9048,5142,4680,7963,10513,0,5149,29005,0,7559,1398,6886,1069,0,7068,0,5542,28674,3416,7515,4985,1757,7944,5510,4394,3147,25880,31907,3977,10967,24170,10942,2180,485142
232.0,8890,0,0,16105,0,0,0,5216,4867,4732,5640,0,4846,4064,3222,2960,3669,8704,4245,7331,0,4996,212526,4447,3647,2496,0,10733,2291,48709,0,8150,0,3819,0,0,0,0,3560,0,0,26075,0,10594,0,0,5391,2301,0,0,7083,337806,2408,64158,113619,1824,2688,8362799
233.0,7552,0,10283,9644,7992,0,0,7977,5590,3735,5220,3051,1856,4935,0,2163,6006,3878,3429,6102,6211,3442,67547,6820,5564,2209,2226,24085,35763,122674,5833,24045,0,3723,4395,2524,3311,0,4434,0,4499,15869,2771,8024,1201,2597,3931,4815,3222,2909,11151,71514,0,21275,4149226,62287,0,14675558
234.0,6111,0,2773,5070,0,0,3292,2999,4050,4221,2648,0,2857,4206,1624,0,3424,6394,0,5884,0,4080,29156,0,0,3553,0,16400,15646,45467,2036,5819,5594,0,3353,0,0,3284,3853,0,0,20080,0,6069,0,0,5141,0,2968,0,4454,44256,0,11491,764662,33036,0,3799561
235.0,7872,0,5418,17852,9518,2951,6914,13268,11022,4478,10632,4595,4064,10438,0,12653,12402,7533,10730,7719,1227510,5757,20210,11373,7898,6477,4800,18917,24012,130194,1840,20441,3024,6605,6763,6009,6390,7391,7149,5037,8388,22434,8137,9979,5657,6323,5778,8133,6892,7490,20836,10893,5553,2751,224534,85897,3138,903834
236.0,7795,0,0,6432,3634,0,12414,1604,4621,2546,0,0,4287,2427,1706,4122,2733,71117,2899,2459,203727,0,2421,3098,3273,0,0,9216,3813,42980,0,4576,0,0,0,0,0,0,0,0,0,15509,0,7871,0,0,0,0,0,2561,6133,0,0,0,101833,13890,0,390114
237.0,5042,0,0,22918,60852,0,9665,18006,13038,2480,11648,0,3357,10476,0,14889,14535,16199,23792,7229,53535,4059,4367,12462,12630,6332,3102,17354,0,17891,0,14085,0,4874,3048,4580,4154,0,5341,5515,3777,16597,0,14890,0,0,5836,7323,3743,3747,19038,5797,5536,0,64754,9105,0,229546
238.0,8213,0,0,10594,18879,0,3252,7308,5154,8249,2389,1830,8982,4132,0,7037,6554,9882,3692,0,25140,11429,0,22682,3598,0,0,18306,0,5261,0,4013,0,0,0,0,0,0,2944,2432,0,18404,0,7637,0,0,2506,0,0,0,28325,0,0,0,39790,0,0,181699
239.0,9662,0,4131,119833,142879,0,4449,38140,16554,6107,22174,5805,5686,17194,2511,20364,15963,14751,4746,11708,18725,5033,2604,14825,29084,11147,49773,24394,2092,4953,3310,18097,0,7674,6966,5387,3695,3605,6327,35330,4124,26665,6478,7083,0,4917,10769,8752,2850,6457,30022,3131,12118,0,26845,5747,3311,109537
240.0,12260,3237,0,20506,44442,0,0,10644,5613,10742,6930,0,6094,6675,5331,6314,7633,4674,0,2860,6269,0,0,0,8427,4460,5980,20989,0,0,0,4813,0,0,7259,0,0,0,0,11173,0,11810,0,6428,2408,0,0,2715,0,0,7491,0,3490,0,16602,0,0,68418
241.0,8880,18822,21244,19834,50905,0,7563,23917,27570,4674,21678,8013,1406,35374,0,25529,30322,9143,2091,24184,6321,7547,3028,22011,17017,11617,9534,14973,8395,7729,5644,29605,3599,14565,287546,25821,0,1630,9587,10678,2388,38925,2774,5384,3101,2856,13469,10062,22793,16960,20259,21038,17050,0,11975,6218,4946,29133
242.0,10723,4249,5005,9497,12190,2504,3155,4941,7831,2634,6548,3455,0,8701,0,5744,7513,0,0,7276,4323,0,0,5892,6233,0,2666,6660,1824,0,0,7662,0,3982,54505,6764,0,0,0,2789,0,13913,1938,7623,11635,0,1864,2552,6572,3352,5073,6055,5516,0,4201,0,3752,20212
243.0,15961,584312,1475,12959,9410,0,17754,14790,15476,3231,13465,2828,0,11779,0,9109,10626,5536,1901,15335,0,4183,0,15929,14679,7704,6666,9130,0,0,9307,19304,0,7799,7461,9866,0,0,6299,3732,2160,35094,0,16046,17401,0,8872,5716,16316,3858,14744,32910,15834,0,30489,1766,1925,11041
244.0,55843,134546,0,9022,4428,0,4142,5061,6047,3344,5911,0,0,3644,2875,3016,2604,0,0,4783,3508,5595,0,5537,7173,0,2068,9635,0,0,8591,5432,0,0,3521,0,0,0,0,0,0,21739,0,7849,12096,0,0,0,2106,1788,5413,6628,4095,0,8384,0,2435,1383
245.0,22722,30413,0,7256,6491,0,2892,9295,13030,0,7578,2875,0,7385,0,7105,7590,2406,0,11225,0,6222,0,39229,9475,5335,16459,6412,0,0,4515,13917,0,6234,3936,8148,3110,0,5319,0,0,59051,2953,12656,17737,4093,9379,3232,6056,0,9977,9932,5533,0,8461,0,0,35451
246.0,15761,11968,0,5313,1158,0,12903,5329,5155,5493,4608,2281,1834,2992,3378,4026,2226,0,0,6635,0,4706,0,9237,3739,0,3371,4586,0,0,0,5554,0,0,0,0,0,0,0,0,0,29634,0,24085,3981,0,6004,0,0,0,2611,10545,2665,1985,85157,0,0,20982
247.0,6614,3071,3040,10871,2798,0,2125,7656,5805,3456,3449,2668,0,5311,0,3524,6161,3721,0,6843,4755,0,3265,6374,5897,0,4597,10880,0,0,0,16812,0,1842,4664,3618,0,0,0,0,3430,21327,0,8140,6269,0,3008,0,0,2725,8663,10180,2641,8327,22703,5011,0,87211
248.0,10028,0,4035,5337,0,0,7144,3768,0,6272,0,0,2477,0,3625,0,0,0,0,4758,0,5836,0,7238,0,2538,0,6325,0,0,0,5227,0,0,0,0,0,0,0,0,0,31934,0,6809,0,0,2318,0,0,1779,6916,8267,1698,3623,9520,0,0,176480
249.0,5001,0,7635,14889,7632,0,0,10277,4908,4560,5619,9308,0,4559,0,4420,5956,5743,2358,4835,5858,0,2013,7618,5861,4206,0,18166,0,13945,0,15940,0,3527,3194,1601,6229,3546,0,0,0,15274,2880,13514,0,0,2264,4901,10864,3777,13846,209778,8657,33063,4734,2181,0,1713581
250.0,7681,0,0,5644,0,2440,2879,0,0,0,0,0,2391,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,12679,5224,4642,0,4754,0,0,0,0,0,0,0,0,0,12011,0,7973,0,0,2271,0,1345,0,0,44700,15419,6210,0,20520,0,416895
251.0,5173,0,3186,16427,12742,0,3617,11931,8022,2990,8425,2330,0,8343,0,8392,9055,6445,1241,6090,3915,4139,0,6586,7107,6784,2813,20484,2560,25959,0,19335,0,4429,2513,8359,3730,4851,4651,14896,3670,19918,5015,6099,2449,3795,2105,4919,7769,4751,16971,7386,47652,0,18025,9221,0,98551
252.0,6113,0,0,3944,5653,0,0,4644,3108,15526,4319,0,2664,0,0,4200,3875,4380,0,0,4882,3084,0,2937,2235,0,0,10301,3932,16434,0,5174,0,0,0,4341,0,0,0,12934,0,10876,0,6559,0,0,0,0,0,1402,6533,0,21195,0,2916,24210,0,47217
253.0,11939,0,5435,26497,19851,0,0,21274,15589,5578,19300,4841,3800,18101,2867,19356,14808,8588,1332,10247,2646,3960,0,10256,16591,6974,0,10627,8190,9493,0,21602,10342,6458,0,4513913,2414,0,4891,8170,2452,16740,3298,5653,0,0,5368,5360,0,34070,37183,0,2347786,0,3405,24435,0,31631
254.0,13799,0,0,11212,19318,0,3985,8361,5288,0,6826,0,9627,3883,3132,5629,5447,0,0,0,0,4571,3137,3875,5803,0,0,11954,0,2537,0,5794,1753,0,0,770193,0,5106,0,0,0,9863,0,4341,0,0,2450,0,0,8182,9282,0,606150,0,0,4271,0,16431
255.0,24229,0,4095,14013,15128,0,2656,38714,23448,5056,36231,9337,4927,32750,0,34962,18825,8727,2909,18560,3199,5888,2969,15196,30193,9933,5104,11239,6096,5379,1851,23608,2925,11362,2779,236348,0,0,6547,14066,4125,27917,4971,6513,0,0,9702,6866,3404,6294,38227,5031,146908,0,3822,7420,2626,7860
256.0,101927,0,0,31184,16515,0,0,16657,9238,0,13026,5091,98075,9935,3948,13867,5032,3399,3966,5358,4647,0,0,5284,12185,3564,1857,15503,0,0,0,6988,0,2623,3654,112188,0,0,0,1519,0,15006,1590,4978,5373,0,2031,2451,0,0,12569,0,65405,0,4171,0,3243,0
257.0,31040,0,26322,13818,70255,0,161727,124176,85315,3619,230144,129497,23940,146123,0,407253,102176,40852,18430,54372,5396,17383,4547,34193,145311,30846,16090,8513,10372,3139,2172,38732,5649,30486,9288,78936,0,3214,10759,9532,3502,41673,5598,6247,10802,3766,32941,7101,2779,3798,85122,8690,41406,0,10256,10068,7394,226974
258.0,95630,0,5381,7301,15307,0,1059457,30849,17811,3785,52063,28182,3703,30297,0,91315,18799,6685,3498,12572,2665,4015,0,8694,30589,6434,3543,3420,2720,0,0,10289,0,5919,0,38779,0,0,1695,0,0,21575,0,3183,25225,0,5004,0,0,0,18044,3386,26720,0,2190,0,0,902272
259.0,39224,5621,76148,31933,179290,0,390632,16561,87194,4800,278210,25369,0,96293,2899,105345,113896,19900,6830,92427,8304,26771,7390,75407,19747,16570,26352,14229,38785,25632,10531,45607,7637,58289,7359,107146,2957,1531,26643,3048,3131,163620,0,13053,75321,3736,39298,9685,2197,49514,13380,102285,27852,3156,9319,22772,11990,275556
260.0,102810,0,12270,10029,32826,0,96231,5714,18062,6760,42258,6756,0,19361,3110,24588,19081,5395,0,19425,3589,8753,1415,17605,4051,3720,3983,4046,7237,5637,4313,9570,0,11859,0,32450,0,0,6925,0,0,59900,0,10363,20583,0,9198,3453,0,8627,4337,19192,4981,0,5410,3942,3887,66538
261.0,34035,0,5067,9423,11522,0,39682,8118,7847,7333,12450,6072,0,6486,0,8840,7602,4512,0,8770,6815,4696,0,8577,4805,0,4297,3870,3250,0,0,16473,0,4972,3806,10852,0,0,2620,0,0,24824,3300,5635,9362,0,5380,3822,0,2767,8029,25033,0,0,5596,3131,2828,36410
262.0,121528,0,0,4788,1801,0,44357,0,11297,7034,5347,0,1730,2008,4203,3036,6106,0,0,6549,0,9647,0,77944,0,0,10643,7200,0,0,0,4598,3823,0,0,2567,0,2571,0,0,0,174787,0,5017,0,0,3768,0,0,0,0,6208,0,0,3054,0,0,22594
263.0,29108,1070,13625,18723,38210,3852,27609,16318,11144,5149,11460,950626,7311,8975,2122,176785,11753,10068,6613,10351,7745,6902,9245,23773,11406,8782,9887,20268,6188,2622,4625,17705,5790,9712,5169,7389,7094,8747,9432,6588,8109,43944,11366,6227,7988,9301,6390,10064,10222,8904,12990,7353,6872,3682,77300,6706,7907,39604
264.0,14803,0,16011,7543,5521,0,9449,4826,3423,4352,3748,182165,4636,3735,3987,29446,3279,2698,0,2579,0,2057,2055,5402,2292,2173,1570,6907,0,0,0,3412,0,2413,0,0,1989,1858,0,0,2079,22291,3324,4776,1651,2142,1474,3115,2222,2491,4214,14341,0,1599,14106,2028,1653,12611
265.0,4769,0,7890,13148,15630,0,2831,74450,10192,0,9010,57118,0,11904,0,14209,8561,3858,0,8530,0,3796,0,31163,9277,1516,3333,14405,0,1223,0,21551,0,4004,0,0,0,2983,5269,2204,0,16064,3539,5493,0,0,3427,3561,5184,6805,12111,8292,6377,1724,3986,0,0,25749
